Ngành Tiếng Việt,Trường,Mã ngành,Tổ hợp,Phương thức,Điểm chuẩn,Ghi chú
Thiết kế thời trang,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Thiết kế thời trang,Điểm chuẩn năm 2024 - MTC - Trường đại học mỹ thuật công nghiệp,7210404,H00; H07,Điểm chuẩn theo Điểm học bạ năm 2023,21.65,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,H00,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,H00,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,15,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,15,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,15,
Thiết kế thời trang,"Điểm chuẩn năm 2024 - DVD - Trường đại học văn hóa, thể thao và du lịch Thanh Hóa",7210404,H00,Điểm chuẩn theo Điểm xét tốt nghiệp THPT năm 2024,15,Xét KQ thi tốt nghiệp THPT năm 2022 hoặc 2023
Thiết kế thời trang,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7210404,D01; V00; V01; H00,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Thiết kế thời trang,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7210404,D01,Điểm chuẩn theo Điểm học bạ năm 2024,21,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DHN-Trường đại học Nghệ Thuật (ĐH Huế),7210404,H00,Điểm chuẩn theo Điểm thi THPT năm 2024,18.5,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DHN-Trường đại học Nghệ Thuật (ĐH Huế),7210404,H00,Điểm chuẩn theo Điểm học bạ năm 2024,20,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7210404,A00; D01; V00; H01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7210404,A00; D01; V00; H01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Đợt 1; 3 HK; Lớp 12
Thiết kế thời trang,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7210404,A00; A01; V00; V01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7210404,A00; A01; V00; V01,Điểm chuẩn theo Điểm học bạ năm 2024,18,KQ Học tập 3 HK
Thiết kế thời trang,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7210404,A00; A01; V00; V01,Điểm chuẩn theo Điểm học bạ năm 2024,6,KQ Học tập lớp 12
Thiết kế thời trang,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7210404,H03; H04; H05; H06,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7210404,H03; H04; H05; H06,Điểm chuẩn theo Điểm học bạ năm 2024,24,Điểm năng khiếu nhân hệ số 2
Thiết kế thời trang,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,"TS tham gia thi tuyển môn NK Vẽ, đạt 5.0 điểm trở lên (thang 10)"
Thiết kế thời trang,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7210404,A00; A16; V01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7210404,A00; V01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7210404,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,85,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Thiết kế thời trang,Điểm chuẩn năm 2024 - GNT - Trường đại học sư phạm nghệ thuật trung ương,7210404,H00,Điểm chuẩn theo Điểm thi THPT năm 2024,33.5,Điểm năng khiếu nhân hệ số 2
Thiết kế thời trang,Điểm chuẩn năm 2024 - KTA - Đại học kiến trúc Hà Nội,7210404,H00; H02,Điểm chuẩn theo Điểm thi THPT năm 2024,23.25,
Thiết kế thời trang,Điểm chuẩn năm 2024 - MHN - Trường đại học mở Hà Nội,7210404,H00; H01; H06,Điểm chuẩn theo Điểm thi THPT năm 2024,19.75,
Thiết kế thời trang,Điểm chuẩn năm 2024 - MHN - Trường đại học mở Hà Nội,7210404,H00; H01; H06,Điểm chuẩn theo Điểm học bạ năm 2024,21,
Thiết kế thời trang,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7210404,H01; H06,Điểm chuẩn theo Điểm thi THPT năm 2024,24.81,
Thiết kế thời trang,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7210404,H01; H06,Điểm chuẩn theo Điểm học bạ năm 2024,25.04,"Tại TPHCM, HS THPT Chuyên, năng khiếu"
Thiết kế thời trang,Điểm chuẩn năm 2024 - KTS-Trường đại học Kiến Trúc TP.HCM,7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,20.89,Tại TP HCM
Thiết kế thời trang,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7210404V,V01; V02; V07; V09,Điểm chuẩn theo Điểm thi THPT năm 2024,24.8,
Thiết kế thời trang,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7210404V,V02; V01; V09; V07,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,19,Các ngành có môn năng khiếu
Thiết kế thời trang,Điểm chuẩn năm 2024 - SPK-Trường đại học Sư Phạm Kỹ Thuật TP.HCM,7210404V,V02; V01; V09; V07,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,19.5,Học bạ THPT + năng khiếu
Thiết kế thời trang,Điểm chuẩn năm 2024 - DTT - Trường đại học Tôn Đức Thắng,7210404,H00; H01; H02; H03,Điểm chuẩn theo Điểm thi THPT năm 2024,30.6,Thang điểm 40
Thiết kế thời trang,Điểm chuẩn năm 2024 - DTT - Trường đại học Tôn Đức Thắng,7210404,H06,Điểm chuẩn theo Điểm học bạ năm 2024,30.75,5HK - THPT ký kết
Thiết kế thời trang,Điểm chuẩn năm 2024 - DTT - Trường đại học Tôn Đức Thắng,7210404,H06,Điểm chuẩn theo Điểm học bạ năm 2024,31,6HK - THPT chưa ký kết
Thiết kế thời trang,Điểm chuẩn năm 2024 - DTT - Trường đại học Tôn Đức Thắng,7210404,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,720,Vẽ NK ≥ 6.0
Thiết kế thời trang,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7210404,A00; A01; D01; D14,Điểm chuẩn theo Điểm thi THPT năm 2024,23.56,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7210404,A00; A01; D01; D14,Điểm chuẩn theo Điểm học bạ năm 2024,27.17,
Thiết kế thời trang,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7210404,A00; A01; D01; D14,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7310107,A00; A01; C15; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7310107,A00; A01; C15; D01,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DHK-Trường đại học Kinh Tế ( ĐH Huế),7310107,A00; A01; C15; D01,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7310107,A00; A01; D01; D90,Điểm chuẩn theo Điểm thi THPT năm 2024,24.25,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7310107,A00; A01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,26,
Thống kê kinh tế,Điểm chuẩn năm 2024 - DDQ-Trường đại học Kinh Tế (ĐH Đà Nẵng),7310107,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,800,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7310107,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,26.01,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7310107,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,60,Điểm tối đa là 100
Thống kê kinh tế,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7310107,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,880,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7310107,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",55,Xét tuyển học sinh giỏi; điểm tối đa là 100
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,36.23,Môn Toán hệ số 2
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,21.25,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,21.25,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,21.25,
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,21.25,CCTAQT kết hợp với điểm thi HSA/APT/TSA 2023 hoặc 2024
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,A00; A01; D01; D07,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,26.25,Điểm thi tốt nghiệp kết hợp CCQT
Thống kê kinh tế,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7310107,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,25.5,CCQT SAT hoặc ACT
Thương mại điện tử,Điểm chuẩn năm 2024 - XDN - Đại học Xây dựng miền Trung - Phân hiệu Đà Nẵng,7340122-DN,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340122,A01; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thương mại điện tử,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7340122,A00; C00; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7340122,A00; C00; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Thương mại điện tử,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7340122,A00; A01; A07; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Thương mại điện tử,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7340122,A00; A01; A07; D01,Điểm chuẩn theo Điểm học bạ năm 2024,6.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7340122,A00; A01; A07; D01,Điểm chuẩn theo Điểm học bạ năm 2024,20,Điểm TB lớp 12 là 6.5
Thương mại điện tử,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,640,
Thương mại điện tử,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340122,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340122,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Thương mại điện tử,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,67,
Thương mại điện tử,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16.4,
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TBC cả năm L12
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 03 học kỳ (2 học kỳ L11 và học kỳ 1 L12)
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 2 học kỳ L12
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"ĐTB 03 môn trong 05 học kỳ (2 học kỳ L10, 2 học kỳ L11 và học kỳ 1 L12)"
Thương mại điện tử,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,611,
Thương mại điện tử,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340122,A00; A01; D01; C01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340122,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ lớp 12
Thương mại điện tử,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340122,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ 3 học kỳ
Thương mại điện tử,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thương mại điện tử,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,20,
Thương mại điện tử,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340122,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,42,Thang điểm 100
Thương mại điện tử,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thương mại điện tử,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340122,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",49,Xét tuyển học sinh giỏi; thang điểm 100
Thương mại điện tử,Điểm chuẩn năm 2024 - ETU - Trường Đại Học Hòa Bình,7340122,A00; A01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - ETU - Trường Đại Học Hòa Bình,7340122,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - HIU (DHB) - Trường đại học quốc tế Hồng Bàng (*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - HIU (DHB) - Trường đại học quốc tế Hồng Bàng (*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Điểm 3 học kỳ
Thương mại điện tử,Điểm chuẩn năm 2024 - HIU (DHB) - Trường đại học quốc tế Hồng Bàng (*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Điểm tổ hợp 3 môn
Thương mại điện tử,Điểm chuẩn năm 2024 - HIU (DHB) - Trường đại học quốc tế Hồng Bàng (*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Điểm 3 năm học
Thương mại điện tử,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340122,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TB học bạ
Thương mại điện tử,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,70,
Thương mại điện tử,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122,A01; C01; D01; D90,Điểm chuẩn theo Điểm thi THPT năm 2024,24.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122C,A01; C01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,21.5,CT tăng cường tiếng Anh
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122,A01; C01; D01; D90,Điểm chuẩn theo Điểm học bạ năm 2024,27.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122C,A01; C01; D01; D90,Điểm chuẩn theo Điểm học bạ năm 2024,25.5,Chương trình tăng cường tiếng Anh
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,810,
Thương mại điện tử,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340122C,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,Chương trình tăng cường tiếng Anh
Thương mại điện tử,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15.45,
Thương mại điện tử,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - Trường Đại học Kiên Giang ( TKG ),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Thương mại điện tử,Điểm chuẩn năm 2024 - DBG - Trường đại học nông lâm Bắc Giang,7340122,A00; B00; D01; C20,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - DBG - Trường đại học nông lâm Bắc Giang,7340122,A00; B00; D01; C20,Điểm chuẩn theo Điểm học bạ năm 2024,6,"Điểm trung bình 5 học kỳ (lớp 10, lớp 11 và HK 1 lớp 12, thang điểm 10)."
Thương mại điện tử,Điểm chuẩn năm 2024 - DBG - Trường đại học nông lâm Bắc Giang,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,23,"Tổng ĐTB 3 môn cả năm lớp 12 theo tổ hợp XT (môn Toán x2, thang điểm 40)"
Thương mại điện tử,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7340122,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7340122,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Thương mại điện tử,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7340122,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,75,
Thương mại điện tử,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Thương mại điện tử,Điểm chuẩn năm 2024 - XDT - Trường đại học Xây Dựng Miền Trung,7340122,,Điểm chuẩn theo Điểm xét tốt nghiệp THPT năm 2024,6,
Thương mại điện tử,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,19,
Thương mại điện tử,Điểm chuẩn năm 2024 - DVP - Trường đại học Trưng Vương (*),7340122,A00; A01; D01; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Thương mại điện tử,Điểm chuẩn năm 2024 - DVP - Trường đại học Trưng Vương (*),7340122,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - CEA - Trường Đại học kinh tế Nghệ An,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,19,
Thương mại điện tử,Điểm chuẩn năm 2024 - CEA - Trường Đại học kinh tế Nghệ An,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Thương mại điện tử,Điểm chuẩn năm 2024 - SKV - Trường đại học sư phạm kỹ thuật Vinh,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Thương mại điện tử,Điểm chuẩn năm 2024 - SKV - Trường đại học sư phạm kỹ thuật Vinh,7340122,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Thương mại điện tử,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,18.75,Đợt 2
Thương mại điện tử,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,18.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - DNT - Trường đại học ngoại ngữ - tin học TP.HCM (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Thương mại điện tử,Điểm chuẩn năm 2024 - DKB - Trường đại học kinh tế - kỹ thuật Bình Dương (*),7340122,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,14,
Thương mại điện tử,Điểm chuẩn năm 2024 - DKB - Trường đại học kinh tế - kỹ thuật Bình Dương (*),7340122,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - DKB - Trường đại học kinh tế - kỹ thuật Bình Dương (*),7340122,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Thương mại điện tử,Điểm chuẩn năm 2024 - DDB - Trường đại học Thành Đông (*),7340122,A00; A01; A07; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,14,
Thương mại điện tử,Điểm chuẩn năm 2024 - DDB - Trường đại học Thành Đông (*),7340122,A00; A01; A07; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Thương mại điện tử,Điểm chuẩn năm 2024 - DLH - Trường đại học dân lập Lạc Hồng (*),7340122,A00; D01; A01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,16.4,
Thương mại điện tử,Điểm chuẩn năm 2024 - DDU - Trường đại học dân lập Đông Đô (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Thương mại điện tử,Điểm chuẩn năm 2024 - DDU - Trường đại học dân lập Đông Đô (*),7340122,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Thương mại điện tử,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340122,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
